"Date/Time","PointId Name","Point Name","Value","Units",
"2022-02-19 00:00:00","1129147_11_0_0","Load Power (p83106)","673.0","kW",
"2022-02-19 00:05:00","1129147_11_0_0","Load Power (p83106)","671","kW",
"2022-02-19 00:10:00","1129147_11_0_0","Load Power (p83106)","669.0","kW",
"2022-02-19 00:15:00","1129147_11_0_0","Load Power (p83106)","668.0","kW",
"2022-02-19 00:20:00","1129147_11_0_0","Load Power (p83106)","674.0","kW",
"2022-02-19 00:25:00","1129147_11_0_0","Load Power (p83106)","666.0","kW",
"2022-02-19 00:30:00","1129147_11_0_0","Load Power (p83106)","522.0","kW",
"2022-02-19 00:35:00","1129147_11_0_0","Load Power (p83106)","535.0","kW",
"2022-02-19 00:40:00","1129147_11_0_0","Load Power (p83106)","523.0","kW",
"2022-02-19 00:45:00","1129147_11_0_0","Load Power (p83106)","520.0","kW",
"2022-02-19 00:50:00","1129147_11_0_0","Load Power (p83106)","524.0","kW",
"2022-02-19 00:55:00","1129147_11_0_0","Load Power (p83106)","520.0","kW",
"2022-02-19 01:00:00","1129147_11_0_0","Load Power (p83106)","708.0","kW",
"2022-02-19 01:05:00","1129147_11_0_0","Load Power (p83106)","708.0","kW",
"2022-02-19 01:10:00","1129147_11_0_0","Load Power (p83106)","694.0","kW",
"2022-02-19 01:15:00","1129147_11_0_0","Load Power (p83106)","686.0","kW",
"2022-02-19 01:20:00","1129147_11_0_0","Load Power (p83106)","675.0","kW",
"2022-02-19 01:25:00","1129147_11_0_0","Load Power (p83106)","663.0","kW",
"2022-02-19 01:30:00","1129147_11_0_0","Load Power (p83106)","666.0","kW",
"2022-02-19 01:35:00","1129147_11_0_0","Load Power (p83106)","650.0","kW",
"2022-02-19 01:40:00","1129147_11_0_0","Load Power (p83106)","655.0","kW",
"2022-02-19 01:45:00","1129147_11_0_0","Load Power (p83106)","516.0","kW",
"2022-02-19 01:50:00","1129147_11_0_0","Load Power (p83106)","518.0","kW",
"2022-02-19 01:55:00","1129147_11_0_0","Load Power (p83106)","513.0","kW",
"2022-02-19 02:00:00","1129147_11_0_0","Load Power (p83106)","511.0","kW",
"2022-02-19 02:05:00","1129147_11_0_0","Load Power (p83106)","509.0","kW",
"2022-02-19 02:10:00","1129147_11_0_0","Load Power (p83106)","514.0","kW",
"2022-02-19 02:15:00","1129147_11_0_0","Load Power (p83106)","520.0","kW",
"2022-02-19 02:20:00","1129147_11_0_0","Load Power (p83106)","697.0","kW",
"2022-02-19 02:25:00","1129147_11_0_0","Load Power (p83106)","703.0","kW",
"2022-02-19 02:30:00","1129147_11_0_0","Load Power (p83106)","740.0","kW",
"2022-02-19 02:35:00","1129147_11_0_0","Load Power (p83106)","710.0","kW",
"2022-02-19 02:40:00","1129147_11_0_0","Load Power (p83106)","712.0","kW",
"2022-02-19 02:45:00","1129147_11_0_0","Load Power (p83106)","714.0","kW",
"2022-02-19 02:50:00","1129147_11_0_0","Load Power (p83106)","706.0","kW",
"2022-02-19 02:55:00","1129147_11_0_0","Load Power (p83106)","705.0","kW",
"2022-02-19 03:00:00","1129147_11_0_0","Load Power (p83106)","568.0","kW",
"2022-02-19 03:05:00","1129147_11_0_0","Load Power (p83106)","566.0","kW",
"2022-02-19 03:10:00","1129147_11_0_0","Load Power (p83106)","573.0","kW",
"2022-02-19 03:15:00","1129147_11_0_0","Load Power (p83106)","564.0","kW",
"2022-02-19 03:20:00","1129147_11_0_0","Load Power (p83106)","575.0","kW",
"2022-02-19 03:25:00","1129147_11_0_0","Load Power (p83106)","568.0","kW",
"2022-02-19 03:30:00","1129147_11_0_0","Load Power (p83106)","562.0","kW",
"2022-02-19 03:35:00","1129147_11_0_0","Load Power (p83106)","568.0","kW",
"2022-02-19 03:40:00","1129147_11_0_0","Load Power (p83106)","746.0","kW",
"2022-02-19 03:45:00","1129147_11_0_0","Load Power (p83106)","734.0","kW",
"2022-02-19 03:50:00","1129147_11_0_0","Load Power (p83106)","744.0","kW",
"2022-02-19 03:55:00","1129147_11_0_0","Load Power (p83106)","705.0","kW",
"2022-02-19 04:00:00","1129147_11_0_0","Load Power (p83106)","704.0","kW",
"2022-02-19 04:05:00","1129147_11_0_0","Load Power (p83106)","699.0","kW",
"2022-02-19 04:10:00","1129147_11_0_0","Load Power (p83106)","685.0","kW",
"2022-02-19 04:15:00","1129147_11_0_0","Load Power (p83106)","685.0","kW",
"2022-02-19 04:20:00","1129147_11_0_0","Load Power (p83106)","556.0","kW",
"2022-02-19 04:25:00","1129147_11_0_0","Load Power (p83106)","547.0","kW",
"2022-02-19 04:30:00","1129147_11_0_0","Load Power (p83106)","548.0","kW",
"2022-02-19 04:35:00","1129147_11_0_0","Load Power (p83106)","545.0","kW",
"2022-02-19 04:40:00","1129147_11_0_0","Load Power (p83106)","539.0","kW",
"2022-02-19 04:45:00","1129147_11_0_0","Load Power (p83106)","539.0","kW",
"2022-02-19 04:50:00","1129147_11_0_0","Load Power (p83106)","541.0","kW",
"2022-02-19 04:55:00","1129147_11_0_0","Load Power (p83106)","732.0","kW",
"2022-02-19 05:00:00","1129147_11_0_0","Load Power (p83106)","708.0","kW",
"2022-02-19 05:05:00","1129147_11_0_0","Load Power (p83106)","692.0","kW",
"2022-02-19 05:10:00","1129147_11_0_0","Load Power (p83106)","698.0","kW",
"2022-02-19 05:15:00","1129147_11_0_0","Load Power (p83106)","682.0","kW",
"2022-02-19 05:20:00","1129147_11_0_0","Load Power (p83106)","658.0","kW",
"2022-02-19 05:25:00","1129147_11_0_0","Load Power (p83106)","654.0","kW",
"2022-02-19 05:30:00","1129147_11_0_0","Load Power (p83106)","514.0","kW",
"2022-02-19 05:35:00","1129147_11_0_0","Load Power (p83106)","517.0","kW",
"2022-02-19 05:40:00","1129147_11_0_0","Load Power (p83106)","520.0","kW",
"2022-02-19 05:45:00","1129147_11_0_0","Load Power (p83106)","512.0","kW",
"2022-02-19 05:50:00","1129147_11_0_0","Load Power (p83106)","520.0","kW",
"2022-02-19 05:55:00","1129147_11_0_0","Load Power (p83106)","513.0","kW",
"2022-02-19 06:00:00","1129147_11_0_0","Load Power (p83106)","516.0","kW",
"2022-02-19 06:05:00","1129147_11_0_0","Load Power (p83106)","515.0","kW",
"2022-02-19 06:10:00","1129147_11_0_0","Load Power (p83106)","696.0","kW",
"2022-02-19 06:15:00","1129147_11_0_0","Load Power (p83106)","676.0","kW",
"2022-02-19 06:20:00","1129147_11_0_0","Load Power (p83106)","667.0","kW",
"2022-02-19 06:25:00","1129147_11_0_0","Load Power (p83106)","649.0","kW",
"2022-02-19 06:30:00","1129147_11_0_0","Load Power (p83106)","647.0","kW",
"2022-02-19 06:35:00","1129147_11_0_0","Load Power (p83106)","649.0","kW",
"2022-02-19 06:40:00","1129147_11_0_0","Load Power (p83106)","644.0","kW",
"2022-02-19 06:45:00","1129147_11_0_0","Load Power (p83106)","502.0","kW",
"2022-02-19 06:50:00","1129147_11_0_0","Load Power (p83106)","502.0","kW",
"2022-02-19 06:55:00","1129147_11_0_0","Load Power (p83106)","477.0","kW",
"2022-02-19 07:00:00","1129147_11_0_0","Load Power (p83106)","472.0","kW",
"2022-02-19 07:05:00","1129147_11_0_0","Load Power (p83106)","482.0","kW",
"2022-02-19 07:10:00","1129147_11_0_0","Load Power (p83106)","472.0","kW",
"2022-02-19 07:15:00","1129147_11_0_0","Load Power (p83106)","473.0","kW",
"2022-02-19 07:20:00","1129147_11_0_0","Load Power (p83106)","471.0","kW",
"2022-02-19 07:25:00","1129147_11_0_0","Load Power (p83106)","645.0","kW",
"2022-02-19 07:30:00","1129147_11_0_0","Load Power (p83106)","639.0","kW",
"2022-02-19 07:35:00","1129147_11_0_0","Load Power (p83106)","630.0","kW",
"2022-02-19 07:40:00","1129147_11_0_0","Load Power (p83106)","619.0","kW",
"2022-02-19 07:45:00","1129147_11_0_0","Load Power (p83106)","2343.0","kW",
"2022-02-19 07:50:00","1129147_11_0_0","Load Power (p83106)","657.0","kW",
"2022-02-19 07:55:00","1129147_11_0_0","Load Power (p83106)","682.0","kW",
"2022-02-19 08:00:00","1129147_11_0_0","Load Power (p83106)","678.0","kW",
"2022-02-19 08:05:00","1129147_11_0_0","Load Power (p83106)","681.0","kW",
"2022-02-19 08:10:00","1129147_11_0_0","Load Power (p83106)","645.0","kW",
"2022-02-19 08:15:00","1129147_11_0_0","Load Power (p83106)","639.0","kW",
"2022-02-19 08:20:00","1129147_11_0_0","Load Power (p83106)","640.0","kW",
"2022-02-19 08:25:00","1129147_11_0_0","Load Power (p83106)","646.0","kW",
"2022-02-19 08:30:00","1129147_11_0_0","Load Power (p83106)","622.0","kW",
"2022-02-19 08:35:00","1129147_11_0_0","Load Power (p83106)","692.0","kW",
"2022-02-19 08:40:00","1129147_11_0_0","Load Power (p83106)","813.0","kW",
"2022-02-19 08:45:00","1129147_11_0_0","Load Power (p83106)","881.0","kW",
"2022-02-19 08:50:00","1129147_11_0_0","Load Power (p83106)","849.0","kW",
"2022-02-19 08:55:00","1129147_11_0_0","Load Power (p83106)","3340.0","kW",
"2022-02-19 09:00:00","1129147_11_0_0","Load Power (p83106)","706.0","kW",
"2022-02-19 09:05:00","1129147_11_0_0","Load Power (p83106)","723.0","kW",
"2022-02-19 09:10:00","1129147_11_0_0","Load Power (p83106)","707.0","kW",
"2022-02-19 09:15:00","1129147_11_0_0","Load Power (p83106)","708.0","kW",
"2022-02-19 09:20:00","1129147_11_0_0","Load Power (p83106)","706.0","kW",
"2022-02-19 09:25:00","1129147_11_0_0","Load Power (p83106)","786.0","kW",
