"Date/Time","PointId Name","Point Name","Value","Units",
"2022-02-03 00:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 00:55:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 01:55:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 02:55:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 03:55:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 04:55:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 05:55:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-03 06:55:00","1129147_11_0_0","Load Power (p83106)","54.0","kW",
"2022-02-03 07:00:00","1129147_11_0_0","Load Power (p83106)","78.0","kW",
"2022-02-03 07:05:00","1129147_11_0_0","Load Power (p83106)","142.0","kW",
"2022-02-03 07:10:00","1129147_11_0_0","Load Power (p83106)","134.0","kW",
"2022-02-03 07:15:00","1129147_11_0_0","Load Power (p83106)","170.0","kW",
"2022-02-03 07:20:00","1129147_11_0_0","Load Power (p83106)","226.0","kW",
"2022-02-03 07:25:00","1129147_11_0_0","Load Power (p83106)","256.0","kW",
"2022-02-03 07:30:00","1129147_11_0_0","Load Power (p83106)","347.0","kW",
"2022-02-03 07:35:00","1129147_11_0_0","Load Power (p83106)","318.0","kW",
"2022-02-03 07:40:00","1129147_11_0_0","Load Power (p83106)","733.0","kW",
"2022-02-03 07:45:00","1129147_11_0_0","Load Power (p83106)","1300.0","kW",
"2022-02-03 07:50:00","1129147_11_0_0","Load Power (p83106)","851.0","kW",
"2022-02-03 07:55:00","1129147_11_0_0","Load Power (p83106)","738.0","kW",
"2022-02-03 08:00:00","1129147_11_0_0","Load Power (p83106)","834.0","kW",
"2022-02-03 08:05:00","1129147_11_0_0","Load Power (p83106)","673.0","kW",
"2022-02-03 08:10:00","1129147_11_0_0","Load Power (p83106)","1315.0","kW",
"2022-02-03 08:15:00","1129147_11_0_0","Load Power (p83106)","1069.0","kW",
"2022-02-03 08:20:00","1129147_11_0_0","Load Power (p83106)","1186.0","kW",
"2022-02-03 08:25:00","1129147_11_0_0","Load Power (p83106)","1684.0","kW",
"2022-02-03 08:30:00","1129147_11_0_0","Load Power (p83106)","1344.0","kW",
